"PRODUCT","SUBPRODUCT","STATE"
"Credit reporting","","CA"
"Student loan","Non-federal student loan","AZ"
"Debt collection","","AZ"
"Consumer loan","Vehicle loan","TX"
"Debt collection","Other (phone, health club, etc.)","FL"
"Consumer loan","Vehicle loan","TX"
"Credit reporting","","CA"
"Debt collection","Credit card","MA"
"Debt collection","Other (phone, health club, etc.)","GA"
"Student loan","Non-federal student loan","MI"
"Consumer loan","Vehicle loan","PA"
"Debt collection","Auto","KY"
"Debt collection","","MA"
"Credit reporting","","AK"
"Credit card","","GA"
"Debt collection","","MI"
"Debt collection","","TX"
"Student loan","Non-federal student loan","GA"
"Student loan","Non-federal student loan","IL"
"Credit reporting","","MA"
"Debt collection","Credit card",""
"Debt collection","","MO"
"Debt collection","Other (phone, health club, etc.)","CA"
"Debt collection","","PA"
"Consumer loan","Vehicle loan","OH"
"Debt collection","","SC"
"Debt collection","Medical","NC"
"Credit reporting","","MI"
"Credit reporting","","MI"
"Debt collection","","MI"
"Bank account or service","Checking account","NC"
"Credit reporting","","MI"
"Credit reporting","","MI"
"Credit reporting","","MI"
"Credit reporting","","MI"
"Debt collection","","MD"
"Consumer loan","Vehicle loan","MI"
"Credit card","","CT"
"Consumer loan","Installment loan","AR"
"Debt collection","Medical","GA"
"Consumer loan","Vehicle loan","AL"
"Bank account or service","Checking account","AZ"
"Mortgage","Conventional adjustable mortgage (ARM)","MD"
"Credit card","","MI"
"Bank account or service","Checking account","FL"
"Credit card","","FL"
"Debt collection","","TX"
"Mortgage","FHA mortgage","WA"
"Bank account or service","Checking account","DC"
"Credit reporting","","PR"
"Mortgage","FHA mortgage","NC"
"Consumer loan","Vehicle loan","PA"
"Credit reporting","","PR"
"Credit card","","FL"
"Credit card","","FL"
"Student loan","Non-federal student loan","NY"
"Mortgage","Conventional adjustable mortgage (ARM)","WA"
"Credit card","","CA"
"Credit reporting","","TN"
"Mortgage","FHA mortgage","CA"
"Credit reporting","","TN"
"Credit reporting","","TN"
"Mortgage","Conventional fixed mortgage","LA"
"Mortgage","Other mortgage","FL"
"Mortgage","Conventional fixed mortgage","CA"
"Student loan","Non-federal student loan","CA"
"Bank account or service","Other bank product/service","CA"
"Credit card","","CA"
"Bank account or service","Checking account","FL"
"Mortgage","Conventional fixed mortgage","MA"
"Debt collection","Medical","TX"
"Credit reporting","","CA"
"Credit reporting","","CA"
"Debt collection","Credit card","VA"
"Mortgage","Conventional fixed mortgage","CA"
"Student loan","Non-federal student loan","NJ"
"Mortgage","FHA mortgage","UT"
"Credit reporting","","CA"
"Debt collection","Credit card","CA"
"Debt collection","","CA"
"Debt collection","Credit card","CA"
"Debt collection","","TX"
"Credit reporting","","KS"
"Credit reporting","","AZ"
"Bank account or service","Savings account","MO"
"Credit card","","CA"
"Credit reporting","","TX"
"Mortgage","Conventional fixed mortgage","WI"
"Credit reporting","","CA"
"Student loan","Non-federal student loan","MN"
"Mortgage","Conventional fixed mortgage","CA"
"Consumer loan","Vehicle lease","CA"
"Debt collection","Other (phone, health club, etc.)","KY"
"Credit reporting","","OH"
"Debt collection","Medical","NH"
"Credit reporting","","TX"
"Credit reporting","","TX"
"Debt collection","Credit card","NJ"
"Debt collection","Credit card","NJ"
"Mortgage","Conventional adjustable mortgage (ARM)","NH"
"Debt collection","","TX"
"Credit reporting","","FL"
"Debt collection","","TX"
"Credit reporting","","CA"
"Credit reporting","","MD"
"Credit card","","GA"
"Credit reporting","","CA"
"Credit reporting","","CA"
"Credit reporting","","AL"
"Mortgage","FHA mortgage","CA"
"Debt collection","Other (phone, health club, etc.)","MD"
"Credit reporting","","PR"
"Credit reporting","",""
"Student loan","Non-federal student loan","WA"
"Debt collection","Medical","CO"
"Credit reporting","","CO"
"Payday loan","","OK"
"Mortgage","Conventional fixed mortgage","NJ"
"Mortgage","Other mortgage","NV"
"Mortgage","Conventional fixed mortgage","CA"
"Debt collection","Credit card","NY"
"Debt collection","Other (phone, health club, etc.)","SC"
"Credit card","","AZ"
"Debt collection","","IL"
"Payday loan","","TX"
"Credit reporting","","LA"
"Bank account or service","Checking account","PA"
"Bank account or service","Checking account","LA"
"Consumer loan","Vehicle loan","CA"
"Credit reporting","","FL"
"Debt collection","Credit card","FL"
"Credit card","","FL"
"Debt collection","Mortgage","GA"
"Debt collection","Credit card","NY"
"Debt collection","Credit card","NY"
"Mortgage","FHA mortgage","TX"
"Mortgage","FHA mortgage","PA"
"Debt collection","Other (phone, health club, etc.)","IN"
"Debt collection","Credit card","FL"
"Mortgage","Conventional fixed mortgage","IL"
"Consumer loan","Vehicle loan","GA"
"Debt collection","","WI"
"Student loan","Non-federal student loan","NY"
"Debt collection","Credit card","IN"
"Credit reporting","","CA"
"Debt collection","Other (phone, health club, etc.)","NY"
"Bank account or service","Checking account","OH"
"Credit reporting","","FL"
"Student loan","Non-federal student loan","MD"
"Debt collection","Credit card","OH"
"Debt collection","Credit card","OH"
"Mortgage","FHA mortgage","FL"
"Bank account or service","Checking account","IN"
"Credit reporting","","GA"
"Credit card","","CA"
"Credit card","","KS"
"Credit card","","TX"
"Bank account or service","Other bank product/service","WA"
"Credit reporting","","WA"
"Debt collection","","NE"
"Credit reporting","","GA"
"Debt collection","","MO"
"Debt collection","","MI"
"Credit reporting","","TX"
"Mortgage","FHA mortgage","CA"
"Mortgage","FHA mortgage","MI"
"Debt collection","","GA"
"Debt collection","Payday loan","GA"
"Debt collection","Medical","KS"
"Consumer loan","Installment loan","WI"
"Credit reporting","","CT"
"Debt collection","Other (phone, health club, etc.)","FL"
"Credit reporting","","IL"
"Student loan","Non-federal student loan","OK"
"Mortgage","FHA mortgage","CO"
"Credit reporting","","OH"
"Mortgage","Conventional fixed mortgage","DC"
"Debt collection","","CA"
"Mortgage","VA mortgage","DE"
"Credit card","","CA"
"Debt collection","Other (phone, health club, etc.)","VA"
"Consumer loan","Installment loan","IL"
"Credit card","","DC"
"Debt collection","","CA"
"Debt collection","Other (phone, health club, etc.)","OR"
"Credit reporting","","NY"
"Mortgage","Conventional fixed mortgage","NJ"
"Payday loan","","MO"
"Bank account or service","Checking account","NC"
"Debt collection","","NM"
"Credit reporting","","IL"
"Credit reporting","","IL"
"Credit reporting","","IL"
"Mortgage","Conventional fixed mortgage","CA"
"Credit reporting","","TX"
"Credit reporting","","CA"
"Credit card","","FL"
"Debt collection","Other (phone, health club, etc.)","FL"
"Credit card","","MI"
"Consumer loan","Installment loan","GA"
"Bank account or service","Cashing a check without an account","MS"
"Debt collection","Mortgage","GA"
"Debt collection","Other (phone, health club, etc.)","WA"
"Debt collection","Medical","OH"
"Debt collection","Payday loan","WI"
"Payday loan","","AZ"
"Debt collection","Other (phone, health club, etc.)","CA"
"Consumer loan","Installment loan","MA"
"Bank account or service","Checking account","FL"
"Credit reporting","","TX"
"Debt collection","Credit card","FL"
"Debt collection","Credit card","MA"
"Debt collection","","NY"
"Mortgage","Conventional fixed mortgage","GA"
"Bank account or service","Checking account","IL"
"Debt collection","","NC"
"Bank account or service","Cashing a check without an account","PA"
"Credit reporting","","TX"
"Debt collection","Other (phone, health club, etc.)","NC"
"Credit reporting","","TX"
"Credit reporting","","MI"
"Bank account or service","Checking account","MA"
"Mortgage","Conventional adjustable mortgage (ARM)","CA"
"Payday loan","","OH"
"Credit reporting","","MI"
"Debt collection","Credit card","PA"
"Credit reporting","","MI"
"Debt collection","Credit card","PA"
"Debt collection","Credit card","MI"
"Debt collection","Other (phone, health club, etc.)",""
"Credit reporting","","CA"
"Debt collection","Other (phone, health club, etc.)","FL"
"Credit reporting","","CA"
"Mortgage","Home equity loan or line of credit","NJ"
"Debt collection","","IL"
"Debt collection","Other (phone, health club, etc.)","CA"
"Credit card","","OH"
"Bank account or service","Checking account","NJ"
"Credit card","","SC"
"Credit card","","IL"
"Mortgage","Conventional fixed mortgage","CA"
"Consumer loan","Vehicle loan","TX"
"Credit card","","CO"
"Debt collection","Payday loan","UT"
"Bank account or service","Checking account","FL"
"Credit card","","NV"
"Debt collection","","TX"
"Payday loan","","SC"
"Debt collection","Other (phone, health club, etc.)","LA"
"Debt collection","","TX"
"Debt collection","Medical","WA"
"Student loan","Non-federal student loan","NV"
"Credit card","","DC"
"Student loan","Non-federal student loan","TX"
"Mortgage","Conventional fixed mortgage","OH"
"Debt collection","Medical","WA"
"Consumer loan","Vehicle loan","AL"
"Credit reporting","","OK"
"Credit reporting","","OK"
"Credit reporting","","OK"
"Credit card","","NY"
"Debt collection","Medical","CA"
"Credit card","","MN"
"Debt collection","Payday loan","VA"
"Credit reporting","","OH"
"Mortgage","Other mortgage","OK"
"Mortgage","Other mortgage","FL"
"Debt collection","","TX"
"Payday loan","","MA"
"Debt collection","Credit card","TX"
"Debt collection","Credit card","TX"
"Student loan","Non-federal student loan","MI"
"Debt collection","","OR"
"Consumer loan","Vehicle loan","NV"
"Debt collection","Federal student loan","RI"
"Debt collection","","AZ"
"Bank account or service","Checking account","OR"
"Debt collection","Other (phone, health club, etc.)","PA"
"Mortgage","Conventional adjustable mortgage (ARM)","CA"
"Mortgage","Home equity loan or line of credit","OR"
"Credit card","","RI"
"Mortgage","Other mortgage","MN"
"Debt collection","Other (phone, health club, etc.)","DE"
"Mortgage","FHA mortgage","GA"
"Debt collection","Payday loan","VA"
"Credit reporting","","OH"
"Mortgage","Conventional adjustable mortgage (ARM)","MD"
"Bank account or service","Checking account","NV"
"Credit card","","NJ"
"Mortgage","Conventional fixed mortgage","FL"
"Mortgage","Other mortgage","NC"
"Credit reporting","","VA"
"Credit reporting","","VA"
"Credit reporting","","CA"
"Credit reporting","","CA"
"Credit reporting","","CA"
"Mortgage","Conventional adjustable mortgage (ARM)","DC"
"Mortgage","FHA mortgage","GA"
"Bank account or service","Checking account","VA"
"Debt collection","Credit card","TX"
"Payday loan","","NY"
"Mortgage","Other mortgage","TX"
"Mortgage","Other mortgage","MA"
"Mortgage","Home equity loan or line of credit","MD"
"Mortgage","Conventional fixed mortgage","MS"
"Mortgage","FHA mortgage","MO"
"Student loan","Non-federal student loan","FL"
"Credit card","","MA"
"Credit reporting","","OR"
"Credit card","","OH"
"Mortgage","Other mortgage","MO"
"Debt collection","Medical","NJ"
"Mortgage","Other mortgage","NY"
"Bank account or service","Checking account","NJ"
"Debt collection","Other (phone, health club, etc.)","TX"
"Credit reporting","","NY"
"Credit reporting","","CA"
"Credit reporting","","IL"
"Mortgage","Other mortgage","FL"
"Credit card","","TX"
"Credit reporting","","TX"
"Bank account or service","Other bank product/service","WA"
"Debt collection","Other (phone, health club, etc.)","NC"
"Mortgage","Other mortgage","DE"
"Bank account or service","Checking account","PA"
"Credit reporting","","GA"
"Consumer loan","Personal line of credit","GA"
"Credit reporting","","CA"
"Credit reporting","","CA"
"Credit reporting","","NY"
"Mortgage","Conventional fixed mortgage","FL"
"Mortgage","Conventional fixed mortgage","CA"
"Mortgage","Conventional fixed mortgage","NC"
"Credit reporting","","NY"
"Mortgage","Conventional fixed mortgage","FL"
"Mortgage","Conventional fixed mortgage","NY"
"Debt collection","Other (phone, health club, etc.)","TN"
"Credit reporting","","OR"
"Credit reporting","","VA"
"Debt collection","Credit card","FL"
"Debt collection","Other (phone, health club, etc.)","MN"
"Consumer loan","Installment loan","VA"
"Debt collection","Credit card","TX"
"Debt collection","Auto","CA"
"Mortgage","Other mortgage","LA"
"Debt collection","Other (phone, health club, etc.)","TN"
"Mortgage","Other mortgage","GA"
"Credit card","","NJ"
"Debt collection","Other (phone, health club, etc.)","NC"
"Credit reporting","","OK"
"Credit reporting","","OR"
"Credit reporting","","IN"
"Mortgage","Conventional fixed mortgage","IN"
"Bank account or service","Checking account","CA"
"Payday loan","","NV"
"Debt collection","Federal student loan","WA"
"Mortgage","Conventional fixed mortgage","FL"
"Bank account or service","Checking account","CA"
"Debt collection","Credit card","NM"
"Mortgage","Conventional fixed mortgage","NY"
"Debt collection","Other (phone, health club, etc.)","CA"
"Credit reporting","","OR"
"Debt collection","Payday loan","FL"
"Mortgage","Other mortgage","MT"
"Mortgage","Home equity loan or line of credit","UT"
"Debt collection","Medical","KS"
"Debt collection","","CA"
"Credit reporting","","VA"
"Bank account or service","Checking account","IA"
"Debt collection","Other (phone, health club, etc.)","PA"
"Mortgage","Conventional adjustable mortgage (ARM)","FL"
"Debt collection","Medical","WA"
"Debt collection","Other (phone, health club, etc.)","CA"
"Mortgage","VA mortgage","CA"
"Debt collection","Other (phone, health club, etc.)","CA"
"Debt collection","Credit card","CA"
"Credit card","","NY"
"Mortgage","Conventional fixed mortgage","NY"
"Debt collection","Medical","NC"
"Credit reporting","","LA"
"Debt collection","Other (phone, health club, etc.)","CA"
"Bank account or service","Checking account","NY"
"Mortgage","Other mortgage","CA"
"Mortgage","Other mortgage","CA"
"Mortgage","Other mortgage",""
"Credit reporting","","TX"
"Mortgage","Other mortgage","CA"
"Credit reporting","","TX"
"Credit reporting","","TX"
"Mortgage","Other mortgage","MD"
"Mortgage","Conventional fixed mortgage","NJ"
"Mortgage","Other mortgage","AZ"
"Bank account or service","Checking account","CO"
"Mortgage","Conventional fixed mortgage","FL"
"Mortgage","Conventional fixed mortgage","FL"
"Credit reporting","","TX"
"Mortgage","VA mortgage","CA"
"Debt collection","Other (phone, health club, etc.)","TX"
"Bank account or service","Checking account","KS"
"Credit reporting","","LA"
"Credit card","","GA"
"Consumer loan","Vehicle loan","CA"
"Credit reporting","","FL"
"Credit card","","CA"
"Debt collection","Other (phone, health club, etc.)","NC"
"Mortgage","Conventional fixed mortgage","FL"
"Debt collection","Credit card","GA"
